id,titulo,anio,estado_juego,vinculo_preliminar,fuente,url,nota,estado_triage,ficha_id,origen,origen_ref,fecha_estado,motivo_decision,eje_sugerido,ejes_culturales_sugeridos,notas_triage
24m-la-memoria-en-marcha,24M - La Memoria en Marcha,2025,publicado,,,,Alta histórica reconciliada desde games.json,publicado,memoria-en-marcha-24m,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
aconcagua,Aconcagua,1999,publicado,escenario,https://www.infobae.com/gaming/2021/01/17/9-videojuegos-con-niveles-ambientados-en-argentina-y-la-eleccion-de-mendoza-para-hitman-3/,,Aventura de supervivencia en una Mendoza ficticia tras un accidente de avión en el Aconcagua.,publicado,aconcagua-1999,csv_legacy,,2026-08-03,,escenario,,
adiviname,ADIVINAME,2026,publicado,,,,Alta histórica reconciliada desde games.json,publicado,adiviname,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
aesir-online,AESIR Online,,publicado,escenario+protagonista,https://store.steampowered.com/app/2324940/AESIR_Online/,https://store.steampowered.com/app/2324940/AESIR_Online/,MMORPG argentino inspirado en Argentum Online (Godot).,publicado,aesir-online,csv_legacy,,2026-08-03,,mixto,historia,steam search argentina
ahora-mas-que-nunca,Ahora Más Que Nunca,2023,publicado,,,,Alta histórica reconciliada desde games.json,publicado,ahora-mas-que-nunca,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
anahi,Anahí,,prototipo,protagonista,https://itch.io,,Juego sobre la leyenda de Anahí y cultura guaraní del Litoral argentino.,publicado,anahi-juego,csv_legacy,,2026-08-03,,protagonista,,
another-s-memories,Another's Memories,,publicado,escenario,https://store.steampowered.com/app/3955730/Anothers_Memories/,https://store.steampowered.com/app/3955730/Anothers_Memories/,Terror psicológico en casa de campo argentina. Altun Studios.,publicado,anothers-memories,csv_legacy,,2026-08-03,,escenario,folclore,steam search argentina
antarctic-adventure,Antarctic Adventure,2022,publicado,,,,Alta histórica reconciliada desde games.json,publicado,antarctic-adventure-untdf,csv_legacy,recorridos_release2.json,2026-08-03,,,,
ara-history-untold-eva-peron,Ara: History Untold — Eva Perón,2024,publicado,protagonista,https://www.oxidegames.com/,,Estrategia 4X con Eva Perón como líder jugable de Argentina.,publicado,ara-history-untold-evita,csv_legacy,,2026-08-03,,protagonista,,
arcana,Arcana,,publicado,escenario,https://store.steampowered.com/app/3037740/,https://store.steampowered.com/app/3037740/,Candidato Steam app 3037740.,publicado,arcana-ucsb,csv_legacy,,2026-08-03,,escenario,,batch7 incorporar; score=5; juego base; descripción AR; términos fuertes: gaucho
argentina-8-bit,Argentina 8 Bit,2020,publicado,escenario,https://www.extragamers.com.ar/2022/04/juegos-argentinos-ambientados-en-buenos-aires.html,,"Trivia social con Plaza de Mayo virtual, museos y cultura pop argentina.",publicado,argentina-8-bit,csv_legacy,,2026-08-03,,escenario,,
argentina-recicla,Argentina Recicla,,publicado,escenario,https://hiebaum.itch.io/argentina-recicla,https://hiebaum.itch.io/argentina-recicla,Serious game del programa Argentina Recicla sobre buenas prácticas de reciclado y el rol de recuperadoras urbanas.,publicado,argentina-recicla,csv_legacy,,2026-08-03,,escenario,,
argentina-y-sus-provincias,Argentina Y Sus Provincias,,publicado,escenario,https://itch.io,,Juego para memorizar la geografía política de Argentina y sus provincias.,publicado,argentina-y-sus-provincias,csv_legacy,,2026-08-03,,escenario,,
argie-el-carpincho,ARGIE - El Carpincho,,publicado,escenario+protagonista,https://argiegames.itch.io/argie,https://argiegames.itch.io/argie,"Plataformero 2D educativo donde Argie, un carpincho, viaja por Argentina aprendiendo geografía mientras recolecta mateci",publicado,argie-el-carpincho,csv_legacy,,2026-08-03,,mixto,,
atuel,Atuel,2022,publicado,escenario,https://pressover.news/noticias/atuel-el-videojuego-documental-argentino-llega-a-steam-y-google-play/,https://store.steampowered.com/app/2794330/Atuel/,Documental interactivo surrealista sobre el río Atuel en Mendoza. Recorre el ecosistema desde la montaña hasta el embals,publicado,atuel-2022,csv_legacy,,2026-08-03,,escenario,,
avaroth-online,Avaroth Online,,publicado,escenario,https://store.steampowered.com/app/2784670/,https://store.steampowered.com/app/2784670/,Candidato Steam app 2784670.,publicado,avaroth-online,csv_legacy,,2026-08-03,,escenario,,batch7 incorporar; score=8; juego base; dev/publisher AR; descripción AR; términos fuertes: argentina
avenida-del-silencio,Avenida del Silencio,2026,publicado,,,,Alta histórica reconciliada desde games.json,publicado,avenida-del-silencio,csv_legacy,,2026-08-03,,,,
aventuras-maritimas-la-historia-de-la-moneda-de-plata,Aventuras Marítimas: la historia de la moneda de plata,2024,publicado,,,,Alta histórica reconciliada desde games.json,publicado,aventuras-maritimas,csv_legacy,recorridos_release2.json,2026-08-03,,,,
aws-argentina-wingshooting-simulator,AWS Argentina Wingshooting Simulator,2017,publicado,,,,Alta histórica reconciliada desde games.json,publicado,aws-argentina-wingshooting,csv_legacy,,2026-08-03,,,,
b-horror-subway,B-Horror: Subway,2023,publicado,,,,Alta histórica reconciliada desde games.json,publicado,b-horror-subway,csv_legacy,recorridos_release2.json,2026-08-03,,,,
banderas-de-las-provincias-de-argentina,Banderas de las provincias de Argentina,,publicado,escenario,https://mobbyt.com/videojuego/educativo/?Id=262495,https://mobbyt.com/videojuego/educativo/?Id=262495,Memotest educativo de banderas provinciales argentinas.,publicado,mobbyt-banderas-provincias,csv_legacy,,2026-08-03,,escenario,,
battlefield-bad-company-2-andes,Battlefield: Bad Company 2 (Andes),2010,publicado,escenario,https://www.infobae.com/gaming/2021/01/17/9-videojuegos-con-niveles-ambientados-en-argentina-y-la-eleccion-de-mendoza-para-hitman-3/,,Misiones 'Metal Pesado' y 'Objetivo de Gran Valor' ambientadas en los Andes patagónicos argentinos.,publicado,battlefield-bad-company-2-andes,csv_legacy,,2026-08-03,,escenario,,
bienvenidos-a-la-matanza,Bienvenidos a La Matanza,,en_desarrollo,escenario,https://elplanteo.com/bienvenidos-a-la-matanza/,,Open world de acción inspirado en el conurbano bonaerense estilo GTA villero.,publicado,bienvenidos-a-la-matanza,csv_legacy,,2026-08-03,,escenario,,
bitacoras-patrias-remedios-del-valle,Bitácoras Patrias: Remedios del Valle,,publicado,protagonista,https://bitacoraspatrias.itch.io/,https://bitacoraspatrias.itch.io/,"Colección de minijuegos educativos sobre Remedios del Valle, prócer de las invasiones inglesas, la Campaña del Alto Perú",publicado,bitacoras-patrias-remedios,csv_legacy,,2026-08-03,,protagonista,,
bloodrayne-argentina-2,BloodRayne (Argentina),2002,publicado,escenario,https://www.infobae.com/gaming/2021/01/17/9-videojuegos-con-niveles-ambientados-en-argentina-y-la-eleccion-de-mendoza-para-hitman-3/,,Niveles en una base nazi oculta en la Patagonia argentina posterior a la Segunda Guerra Mundial.,publicado,bloodrayne-argentina,csv_legacy,,2026-08-03,,escenario,,
borealis-descent,Borealis Descent,,publicado,escenario,https://store.steampowered.com/app/2161980/,https://store.steampowered.com/app/2161980/,Candidato Steam app 2161980.,publicado,borealis-descent,csv_legacy,,2026-08-03,,escenario,,batch7 incorporar; score=7; juego base; dev/publisher AR; descripción AR; jurisdicción: Mendoza
buenos-aires-mirror-line,Buenos Aires Mirror Line,2026,publicado,escenario,https://devuego.lat/bd/fjuego/buenos-aires-mirror-line,https://store.steampowered.com/app/3987420/Buenos_Aires_Mirror_Line/,"Terror psicológico corto inspirado en Exit 8, ambientado en la bruma de Buenos Aires con música basada en cumbia y regga",publicado,buenos-aires-mirror-line,csv_legacy,,2026-08-03,,escenario,,
built-brick-by-brick,Built Brick by Brick,,publicado,escenario,https://store.steampowered.com/app/3819930/Built_Brick_by_Brick/,https://store.steampowered.com/app/3819930/Built_Brick_by_Brick/,Simulación de vida y construcción en el campo argentino.,publicado,built-brick-by-brick,csv_legacy,,2026-08-03,,escenario,geografia,steam search argentina
busqueda-interestelar,Búsqueda Interestelar,,publicado,escenario+protagonista,https://icom.museum/en/news/museums-video-games-two-projects-developed-in-argentina/,,Plataformero educativo sobre la creación del Observatorio Astronómico de Córdoba durante la presidencia de Domingo Faust,publicado,busqueda-interestelar,csv_legacy,,2026-08-03,,mixto,,
c-a-b-a-demo,C.A.B.A. (demo),,prototipo,escenario,https://www.videojuegosargentinos.com.ar/,,Demo de terror retro ambientada en la Ciudad Autónoma de Buenos Aires.,publicado,caba-demo-hypnos,csv_legacy,,2026-08-03,,escenario,,
call-of-duty-ghosts-clockwork,Call of Duty: Ghosts — Clockwork,2013,publicado,escenario,https://callofduty.fandom.com/wiki/Clockwork,,Misión de sigilo en los Andes patagónicos de Argentina.,publicado,cod-ghosts-clockwork,csv_legacy,,2026-08-03,,escenario,,
cambalache-buenos-aires,Cambalache - Buenos Aires,2021,publicado,,,,Alta histórica reconciliada desde games.json,publicado,cambalache-buenos-aires,csv_legacy,,2026-08-03,,,,
carmen-aventuras-en-el-pasado,Carmen: aventuras en el pasado,,publicado,escenario+protagonista,https://icom.museum/en/news/museums-video-games-two-projects-developed-in-argentina/,https://video-juego-carmen-funes.itch.io/carmen-aventuras-en-el-pasado-saga-1,Aventura gráfica educativa sobre la historia de Plaza Huincul (Neuquén) a través de la fortinera Carmen Funes y el descu,publicado,carmen-aventuras-en-el-pasado,csv_legacy,,2026-08-03,,mixto,,
cebador,Cebador,,publicado,escenario+protagonista,https://cebadoreljuego.com/,https://cebadoreljuego.com/,Juego mobile argentino para aprender a cebar mate; gratis en Android e iOS.,publicado,cebador,csv_legacy,,2026-08-03,,mixto,folclore;juegos_tradicionales,
chacal,CHACAL,,publicado,escenario+protagonista,https://store.steampowered.com/app/1528370/CHACAL/,https://store.steampowered.com/app/1528370/CHACAL/,Bullet hell recorriendo Argentina hasta derrotar al presidente Francisco.,publicado,chacal,csv_legacy,,2026-08-03,,mixto,politica;satira,steam search argentina
chameleon-puerto-de-buenos-aires,Chameleon (Puerto de Buenos Aires),2006,publicado,escenario,https://www.infobae.com/gaming/2021/01/17/9-videojuegos-con-niveles-ambientados-en-argentina-y-la-eleccion-de-mendoza-para-hitman-3/,,Nivel de espionaje ambientado en el puerto de Buenos Aires.,publicado,chameleon-buenos-aires,csv_legacy,,2026-08-03,,escenario,,
civilization-vi-buenos-aires-city-state,Civilization VI — Buenos Aires (city-state),2016,publicado,escenario,https://civilization.fandom.com/wiki/Buenos_Aires_(Civ6),,Buenos Aires como city-state industrial jugable en Civilization VI.,publicado,civ6-buenos-aires,csv_legacy,,2026-08-03,,escenario,,
civilization-vi-mod-argentina-leugi,Civilization VI — Mod Argentina (Leugi),,publicado,escenario+protagonista,https://steamcommunity.com/sharedfiles/filedetails/?id=910530559,https://steamcommunity.com/sharedfiles/filedetails/?id=910530559,"Mod de Workshop que agrega Argentina como civilización con San Martín, Eva Perón y gauchos.",publicado,civ6-mod-argentina,csv_legacy,,2026-08-03,,mixto,,
command-mo-falklands,Command:MO - Falklands,2022,publicado,,,,Alta histórica reconciliada desde games.json,publicado,command-falklands,csv_legacy,,2026-08-03,,,,
construyendo-memoria,Construyendo Memoria,2024,publicado,,,,Alta histórica reconciliada desde games.json,publicado,construyendo-memoria,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
conur-life,Conur Life,,en_desarrollo,escenario,https://www.extragamers.com.ar/2022/04/juegos-argentinos-ambientados-en-buenos-aires.html,,"GTA-like en pixel art ambientado en San Hugo, ciudad ficticia inspirada en Florencio Varela.",publicado,conur-life,csv_legacy,,2026-08-03,,escenario,,
costureras-de-la-patria-en-proceso,Costureras de la Patria (En proceso),2026,en_desarrollo,,,,Alta histórica reconciliada desde games.json,publicado,costureras-de-la-patria,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
counter-strike-malvinas,Counter Strike: Malvinas,2013,publicado,,,,Alta histórica reconciliada desde games.json,publicado,counter-strike-malvinas,csv_legacy,,2026-08-03,,,,
cristina-vs-gorilas,Cristina vs Gorilas,2016,publicado,protagonista,https://nicolasbroner.wordpress.com/2016/02/05/cristina-vs-gorilas/,,Android. Nac&Pop. Sátira peronista vs gorilas y buitres.,publicado,cristina-vs-gorilas,csv_legacy,,2026-08-03,,protagonista,politica;satira,sensibilidad alta
cronista-del-bombardeo,Cronista del bombardeo,2026,en_desarrollo,,,,Alta histórica reconciliada desde games.json,publicado,cronista-del-bombardeo,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
cronicas-de-los-libertadores,Crónicas de los Libertadores,,en_desarrollo,escenario+protagonista,https://www.infobae.com/def/2024/01/06/crearon-un-videojuego-con-personajes-de-la-historia-argentina-como-nacio-cronica-de-los-libertadores/,https://store.steampowered.com/app/2603120/Liberators_Chronicles/,Estrategia por turnos Digi Learnnials.,publicado,cronicas-libertadores,csv_legacy,,2026-08-03,,mixto,historia,
curilemu,Curilemu,,publicado,escenario,https://store.steampowered.com/app/2362780/,https://store.steampowered.com/app/2362780/,Candidato Steam app 2362780.,publicado,curilemu,csv_legacy,,2026-08-03,,escenario,,batch7 incorporar; score=5; juego base; descripción AR; términos fuertes: patagonia
dakar-18,Dakar 18,2018,publicado,,,,Alta histórica reconciliada desde games.json,publicado,dakar-18-argentina,csv_legacy,,2026-08-03,,,,
dcs-south-atlantic,DCS: South Atlantic,2022,publicado,,,,Alta histórica reconciliada desde games.json,publicado,dcs-south-atlantic,csv_legacy,,2026-08-03,,,,
de-regreso-al-habitat,De Regreso Al Hábitat,,publicado,,,,Alta histórica reconciliada desde games.json,publicado,de-regreso-al-habitat,csv_legacy,recorridos_release2.json,2026-08-03,,,,
dead-world,Dead World,,publicado,escenario+protagonista,https://store.steampowered.com/app/1376960/Dead_World/,https://store.steampowered.com/app/1376960/Dead_World/,FPS post-apocalíptico en Argentina devastada. Milanesa Studio.,publicado,dead-world,csv_legacy,,2026-08-03,,mixto,memoria,steam search argentina
deep-beyond,Deep Beyond,2024,publicado,escenario,https://pressover.news/articulos/los-mejores-videojuegos-argentinos-de-2024/,,Thriller narrativo de puzzles con identidad platense.,publicado,deep-beyond-2024,csv_legacy,,2026-08-03,,escenario,,
defensores-de-la-patria,Defensores de la Patria,2026,publicado,,,,Alta histórica reconciliada desde games.json,publicado,defensores-de-la-patria,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
defensores-del-barrio,DEFENSORES DEL BARRIO,2026,publicado,,,,Alta histórica reconciliada desde games.json,publicado,defensores-del-barrio,csv_legacy,,2026-08-03,,,,
desvelado,Desvelado,2024,publicado,escenario,https://pressover.news/articulos/los-mejores-videojuegos-argentinos-de-2024/,,Plataformero 2D con estética argentina sobre un vampiro infantil que debe volver antes del amanecer.,publicado,desvelado-2024,csv_legacy,,2026-08-03,,escenario,,
dirt-rally-2-0,DiRT Rally 2.0,2019,publicado,,,,Alta histórica reconciliada desde games.json,publicado,dirt-rally-2-argentina,csv_legacy,,2026-08-03,,,,
don-ceferino-hazana,Don Ceferino Hazaña,2004,publicado,protagonista,https://hugoruscitti.github.io/losersjuegos.com.ar/juegos/ceferino.html,https://hugoruscitti.github.io/losersjuegos.com.ar/juegos/ceferino.html,Gaucho argentino debe rescatar su vaca de alienígenas en un juego estilo Super Pang. Ícono del desarrollo libre argentin,publicado,don-ceferino-hazana,csv_legacy,,2026-08-03,,protagonista,,
doorways-holy-mountains-of-flesh,Doorways: Holy Mountains of Flesh,2016,publicado,,,,Alta histórica reconciliada desde games.json,publicado,doorways-holy-mountains,csv_legacy,,2026-08-03,,,,
drident,Drident,,publicado,escenario,https://store.steampowered.com/app/4806100/Drident/,https://store.steampowered.com/app/4806100/Drident/,Survival horror en bosque argentino. Big Mount Interactive.,publicado,drident,csv_legacy,,2026-08-03,,escenario,folclore,steam search argentina
donde-deberia-estar,Dónde debería estar.,2026,publicado,,,,Alta histórica reconciliada desde games.json,publicado,donde-deberia-estar,csv_legacy,,2026-08-03,,,,
echoes-of-the-city,Echoes of the City,,en_desarrollo,escenario,https://elplanteo.com/echoes-of-the-city-videojuego-dictadura-argentina/,,"Terror psicológico low poly ambientado en San Telmo y la Plaza Dorrego, vinculado a la memoria histórica y el folklore p",publicado,echoes-of-the-city,csv_legacy,,2026-08-03,,escenario,,
ecos,Ecos,2023,publicado,,,,Alta histórica reconciliada desde games.json,publicado,ecos-ex-esma,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
efootball-pes-2020-superliga-quilmes-clasica,eFootball PES 2020 (Superliga Quilmes Clásica),2019,publicado,deporte,https://www.clarin.com/tecnologia/boca-river-protagonistas-pes-2020-hizo-presentacion-oficial-argentina_0_8n81eXsKH.html,,Incluye la Superliga Quilmes Clásica con 24 clubes argentinos como contenido licenciado central en el mercado local.,publicado,efootball-pes-2020-superliga,csv_legacy,,2026-08-03,,deporte,,
el-39,El 39,2025,publicado,escenario,https://devuego.lat/bd/fjuego/el-39,https://store.steampowered.com/app/3126150/El_39/,Terror corto estilo PSX ambientado en Constitución a la madrugada. El jugador intenta tomar el colectivo 39 para llegar,publicado,el-39-2025,csv_legacy,,2026-08-03,,escenario,,
el-gaucho-martin-fierro,El Gaucho Martín Fierro,,publicado,escenario+protagonista,https://store.steampowered.com/app/3610780/El_gaucho_Martn_Fierro/,https://store.steampowered.com/app/3610780/El_gaucho_Martn_Fierro/,Adaptación del poema de Hernández.,publicado,el-gaucho-martin-fierro,csv_legacy,,2026-08-03,,mixto,literatura;folclore,
el-intruso-82,El Intruso 82,2026,publicado,escenario,https://emiliokolo.itch.io/el-intruso-82,https://emiliokolo.itch.io/el-intruso-82,Juego de la Global Game Jam 2026: un soldado argentino debe sobrevivir en un barco inglés durante la Guerra de Malvinas.,publicado,el-intruso-82,csv_legacy,,2026-08-03,,escenario,,
el-jardin-de-la-memoria,El Jardín de la Memoria,2023,en_desarrollo,,,,Alta histórica reconciliada desde games.json,publicado,jardin-de-la-memoria,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
el-tango-de-la-muerte,El Tango de la Muerte,2018,publicado,escenario+protagonista,https://store.steampowered.com/app/701380/El_Tango_de_la_Muerte/,https://store.steampowered.com/app/701380/El_Tango_de_la_Muerte/,Rhythm game melodrama tanguero Argentina 1923. Hernán Smicht.,publicado,el-tango-de-la-muerte,csv_legacy,,2026-08-03,,mixto,musica;historia,steam search argentina
elifoot-98-liga-argentina,Elifoot 98 — Liga Argentina,1998,publicado,deporte,https://www.pcfutbol.com/,,Simulador con modo liga argentina.,publicado,elifoot-98-liga-argentina,csv_legacy,,2026-08-03,,deporte,deporte,verificar edición
empire-total-war-mods-america-colonial,Empire: Total War — Mods América colonial,2009,publicado,escenario,https://steamcommunity.com/workshop/browse/?appid=10500&searchtext=argentina+colonial,https://store.steampowered.com/app/10500/Empire_Total_War/,Mods colonial Río de la Plata.,publicado,empire-total-war-mods-america,csv_legacy,,2026-08-03,,escenario,historia,tipo mod
en-busca-de-la-libertad,En busca de la libertad,,publicado,escenario+protagonista,https://store.steampowered.com/app/4119760/In_Search_of_Freedom/,https://store.steampowered.com/app/4119760/In_Search_of_Freedom/,Zombies y sátira política argentina. Pierucci Studios.,publicado,en-busca-de-la-libertad,csv_legacy,,2026-08-03,,mixto,politica;satira,steam search argentina
envido,Envido,,publicado,escenario,https://store.steampowered.com/app/3872160/,https://store.steampowered.com/app/3872160/,Candidato Steam app 3872160.,publicado,envido,csv_legacy,,2026-08-03,,escenario,,batch7 incorporar; score=5; juego base; descripción AR; términos fuertes: gaucho
estancia-protocol-zero,Estancia Protocol Zero,,en_desarrollo,,,,Alta histórica reconciliada desde games.json,publicado,estancia-protocol-zero,csv_legacy,recorridos_release2.json,2026-08-03,,,,
estudiante-en-dictadura-v0-3-prototipo,Estudiante en dictadura v0.3 (prototipo),2026,prototipo,,,,Alta histórica reconciliada desde games.json,publicado,estudiante-en-dictadura-v03,csv_legacy,,2026-08-03,,,,
ethereal,ETHEREAL,,publicado,escenario,https://store.steampowered.com/app/751220/,https://store.steampowered.com/app/751220/,Candidato Steam app 751220.,publicado,ethereal,csv_legacy,,2026-08-03,,escenario,,batch7 incorporar; score=6; juego base; dev/publisher AR; términos fuertes: argentina
europa-universalis-iv,Europa Universalis IV,2013,publicado,escenario+protagonista,https://store.steampowered.com/app/236850/Europa_Universalis_IV/,https://store.steampowered.com/app/236850/Europa_Universalis_IV/,Jugable como Provincias Unidas.,publicado,europa-universalis-iv-argentina,csv_legacy,,2026-08-03,,mixto,historia,
evita-y-peron-contra-los-gorilas,Evita y Perón contra los Gorilas,2011,publicado,protagonista,https://pressover.news/articulos/evita-y-peron-contra-los-gorilas/,https://www.kongregate.com/en/games/sanafapech/evita-y-peron-contra-los-gorilas,CodeAr jam 2011. Shooter pixel art.,publicado,evita-peron-contra-gorilas,csv_legacy,,2026-08-03,,protagonista,politica;satira,
f11-football-manager,F11 Football Manager,2023,publicado,deporte,https://nogamingnews.com/f11-football-manager-el-sucesor-espiritual-y-argentino-del-pc-futbol,,"Manager de fútbol móvil argentino considerado sucesor espiritual de PC Fútbol, con ligas y equipos del fútbol local.",publicado,f11-football-manager,csv_legacy,,2026-08-03,,deporte,,
falcon-76,Falcon 76,2026,publicado,,,,Alta histórica reconciliada desde games.json,publicado,falcon-76,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
farol-del-diablo,Farol del Diablo,,en_desarrollo,escenario,https://devuego.lat/bd/fjuego/pomberito,,"Terror ambientado en el pueblo de Loma Quebrada, Argentina.",publicado,farol-del-diablo,csv_legacy,,2026-08-03,,escenario,,
fast-furious-showdown-aeroparque,Fast & Furious: Showdown (Aeroparque),2013,publicado,escenario,https://www.infobae.com/gaming/2021/01/17/9-videojuegos-con-niveles-ambientados-en-argentina-y-la-eleccion-de-mendoza-para-hitman-3/,,Circuito inspirado en Aeroparque y el Río de la Plata en Buenos Aires.,publicado,fast-furious-showdown-aeroparque,csv_legacy,,2026-08-03,,escenario,,
federacion-2073,Federación 2073,,abandonware,escenario+protagonista,https://www.lanacion.com.ar/tecnologia/videojuegos-hechos-en-la-argentina-nid543208/,,MMO argentino Buenos Aires futurista años 2000.,publicado,federacion-2073,csv_legacy,,2026-08-03,,mixto,cultura_urbana,servidores caídos
fifa-street-caminito-2,FIFA Street (Caminito),2005,publicado,escenario,https://www.infobae.com/gaming/2021/01/17/9-videojuegos-con-niveles-ambientados-en-argentina-y-la-eleccion-de-mendoza-para-hitman-3/,,"Modo historia con nivel ambientado en Caminito, La Boca, Buenos Aires.",publicado,fifa-street-caminito,csv_legacy,,2026-08-03,,escenario,,
flora-and-the-ceibo-seeds,Flora and the Ceibo Seeds,,early_access,escenario+protagonista,https://store.steampowered.com/app/2600260/Flora_and_the_Ceibo_Seeds/,https://store.steampowered.com/app/2600260/Flora_and_the_Ceibo_Seeds/,Aventura 3D sobre leyendas originarias argentinas y problemática ambiental del ceibo.,publicado,flora-ceibo-seeds,csv_legacy,,2026-08-03,,mixto,,
floreceran-panuelos,Floreceran Pañuelos,2026,publicado,,,,Alta histórica reconciliada desde games.json,publicado,floreceran-panuelos,csv_legacy,juegos_x_memoria.json,2026-08-03,,,,
fortnite-mapas-turisticos,Fortnite — Mapas turísticos,,publicado,escenario,https://www.infobae.com/gaming/2021/01/17/9-videojuegos-con-niveles-ambientados-en-argentina-y-la-eleccion-de-mendoza-para-hitman-3/,https://www.fortnite.com/,Mapas turísticos AR contenido rotativo.,publicado,fortnite-argentina-maps,csv_legacy,,2026-08-03,,escenario,geografia,
fuego-recorte-silencio,"Fuego, Recorte, Silencio",2026,prototipo,,,,Alta histórica reconciliada desde games.json,publicado,fuego-recorte-silencio,csv_legacy,,2026-08-03,,,,
fabulas-portenas,Fábulas Porteñas,,en_desarrollo,escenario,https://tn.com.ar/tecno/juegos/2024/09/14/lanzan-fabulas-portenas-el-videojuego-argentino-de-terror-sobre-un-mito-urbano-de-la-linea-h-del-subte/,,"Terror en primera persona inspirado en leyendas urbanas del subte porteño, centrado en la estación fantasma Pirámides de",publicado,fabulas-portenas,csv_legacy,,2026-08-03,,escenario,,
futbol-deluxe,Fútbol Deluxe,2004,publicado,deporte,https://es.wikipedia.org/wiki/F%C3%BAtbol_Deluxe,,"Manager de fútbol argentino con reglas locales, barras bravas, dopaje y mecánicas pensadas para el fútbol del país.",publicado,futbol-deluxe-2004,csv_legacy,,2026-08-03,,deporte,,
game-of-patios,Game Of Patios,,publicado,escenario,https://store.steampowered.com/app/3387790/,https://store.steampowered.com/app/3387790/,Candidato Steam app 3387790.,publicado,game-of-patios,csv_legacy,,2026-08-03,,escenario,,batch7 incorporar; score=5; juego base; dev/publisher AR; jurisdicción: Córdoba
gaucho-and-the-grassland,Gaucho and the Grassland,,publicado,escenario,https://store.steampowered.com/app/1670830/,https://store.steampowered.com/app/1670830/,Candidato Steam app 1670830.,publicado,gaucho-and-the-grassland,csv_legacy,,2026-08-03,,escenario,,batch7 incorporar; score=5; juego base; descripción AR; términos fuertes: gaucho
gaucho-liberacion,Gaucho Liberación,,en_desarrollo,escenario+protagonista,https://www.gitgud.com.ar/cuando-un-videojuego-es-argentino-definicion/,,Juego de vida gauchesca con costumbres y tradiciones de la Argentina rural histórica.,publicado,gaucho-liberacion,csv_legacy,,2026-08-03,,mixto,,
gaucho-power,GAUCHO POWER,,en_desarrollo,escenario+protagonista,https://revirado.itch.io/gaucho-power,https://revirado.itch.io/gaucho-power,Juego de sigilo sobre la Guerra Gaucha y las milicias del noroeste argentino durante la independencia.,publicado,gaucho-power,csv_legacy,,2026-08-03,,mixto,,
gaucho-runner,Gaucho Runner,,en_desarrollo,escenario+protagonista,https://jerestein-dev.itch.io/gaucho-runner,https://jerestein-dev.itch.io/gaucho-runner,"Runner en primera persona donde un gaucho atraviesa Bariloche, la pampa y Buenos Aires combatiendo soldados españoles.",publicado,gaucho-runner,csv_legacy,,2026-08-03,,mixto,,
gaucho-subway-escape,Gaucho: Subway Escape,,publicado,escenario+protagonista,https://store.steampowered.com/app/3272390/Gaucho_Subway_Escape/,https://store.steampowered.com/app/3272390/Gaucho_Subway_Escape/,Action roguelike en subte de Buenos Aires post-apocalíptico.,publicado,gaucho-subway-escape,csv_legacy,,2026-08-03,,mixto,cultura_urbana,steam search argentina
gauchos-inmortales,Gauchos Inmortales,,en_desarrollo,escenario+protagonista,https://gauchosinmortales.com/,https://gauchosinmortales.com/,"Juego multijugador de acción y terror rural ambientado en la Argentina del siglo XIX, con gauchos y criaturas del folclo",publicado,gauchos-inmortales,csv_legacy,,2026-08-03,,mixto,,
golazo-2,Golazo! 2,2022,publicado,deporte,https://www.mobygames.com/company/35300/purple-tree-srl/,,Secuela del arcade de fútbol desarrollado en Argentina con selecciones internacionales incluyendo Argentina.,publicado,golazo-2,csv_legacy,,2026-08-03,,deporte,,
golazo-soccer-league,Golazo! Soccer League,2020,publicado,deporte,https://pressover.news/noticias/golazo-juego-de-futbol-hecho-en-argentina-sale-manana-en-switch/,https://store.steampowered.com/app/1431040/Golazo_Soccer_League/,Fútbol arcade desarrollado en Argentina con modo copa internacional que incluye la selección argentina.,publicado,golazo-soccer-league,csv_legacy,,2026-08-03,,deporte,,
gran-malvina,Gran Malvina,,prototipo,escenario,https://ezequielpirrotta.itch.io/gran-malvina,https://ezequielpirrotta.itch.io/gran-malvina,Top-down shooter prototipo sobre un soldado argentino en la Guerra de Malvinas de 1982.,publicado,gran-malvina,csv_legacy,,2026-08-03,,escenario,,
gta-rio-de-la-plata,GTA Río de la Plata,2019,publicado,escenario,https://fmfuego.com.ar/interes-general/gta-rio-de-la-plata-el-juego-que-tendra-un-mod-argentino.htm,,"Mod de GTA San Andreas con mapa de Buenos Aires: Casa Rosada, Obelisco, La Boca y referencias locales.",publicado,gta-rio-de-la-plata,csv_legacy,,2026-08-03,,escenario,,
